개설학과,이수구분,과목번호,분반,교과목명,학점/시간,"수강학년",강의실(시간),담당교수
평생교육·청소년상담학과,전공선택,511212,001,청소년상담의실제,3.00,4,1인612[금4-6],송연주
평생교육·청소년상담학과,전공선택,511213,001,캡스톤디자인(평생교육프로그램개발론),3.00,4,"2인508[수6], 2인508[목5-6]",김진화
심리학과,공통교양,100030,012,영어회화,2.00,1,1인504[월1-2],팀멘기니
심리학과,공통교양,100143,030,지도교수멘토링Ⅰ,0.25,1,1인608[화8],이정희
심리학과,공통교양,100143,333,지도교수멘토링Ⅰ,0.25,1,1인604[화8],김영주
심리학과,전공필수,401982,001,심리학개론Ⅰ,3.00,1,"1인504[월5-6], 1인504[수5]",김영주
심리학과,전공필수,401983,001,상담심리학,3.00,1,"1인504[화2], 1인504[목2-3]",이정희
보육·가정상담학과,공통교양,100145,151,지도교수멘토링Ⅲ,0.50,2,생과610[화8],윤경자
보육·가정상담학과,공통교양,100145,152,지도교수멘토링Ⅲ,0.50,2,생과328-1[화8],강혜경
보육·가정상담학과,공통교양,100145,153,지도교수멘토링Ⅲ,0.50,2,생과505[화8],손은주
보육·가정상담학과,공통교양,100145,154,지도교수멘토링Ⅲ,0.50,2,생과330[화8],홍성희
보육·가정상담학과,공통교양,100147,152,지도교수멘토링Ⅴ,0.25,3,생과610[화8],윤경자
보육·가정상담학과,공통교양,100147,153,지도교수멘토링Ⅴ,0.25,3,생과328-1[화8],강혜경
보육·가정상담학과,공통교양,100147,154,지도교수멘토링Ⅴ,0.25,3,생과505[화8],손은주
보육·가정상담학과,공통교양,100147,155,지도교수멘토링Ⅴ,0.25,3,생과330[화8],홍성희
보육·가정상담학과,공통교양,100149,152,지도교수멘토링Ⅶ,0.25,4,생과610[화8],윤경자
보육·가정상담학과,공통교양,100149,153,지도교수멘토링Ⅶ,0.25,4,생과328-1[화8],강혜경
보육·가정상담학과,공통교양,100149,154,지도교수멘토링Ⅶ,0.25,4,생과505[화8],손은주
보육·가정상담학과,공통교양,100149,155,지도교수멘토링Ⅶ,0.25,4,생과330[화8],홍성희
보육·가정상담학과,전공필수,500062,001,가족관계,3.00,2,"생과513[월3-4], 생과513[목3]",윤경자
보육·가정상담학과,전공필수,505953,001,소비자와시장,3.00,2,"생과328-1[화1-2], 생과328-1[금5]",강혜경
보육·가정상담학과,전공선택,401570,001,영유아발달,3.00,2,"생과505[월5], 생과505[금2-3]",손은주
보육·가정상담학과,전공선택,507611,001,언어지도,3.00,2,"생과328[화5], 생과328[목1-2]",홍성희
보육·가정상담학과,전공선택,509800,001,소비자의사결정과위험관리,3.00,2,"생과328-1[화3], 생과328-1[금6-7]",강혜경
보육·가정상담학과,전공선택,400986,001,아동미술,3.00,3,"생과330[월2], 생과330[목5-6]",손은주
보육·가정상담학과,전공선택,500023,001,가계경제학,3.00,3,"생과328-1[월5-6], 생과328-1[금4]",강혜경
보육·가정상담학과,전공선택,500071,001,가족복지,3.00,3,"생과610[화3-4], 생과610[목4]",윤경자
보육·가정상담학과,전공선택,501545,001,부모교육,3.00,3,생과328[금1-3],홍성희
보육·가정상담학과,전공선택,508994,001,아동수학지도(산학연계학),3.00,3,생과330[수1-3],강인자
보육·가정상담학과,전공선택,501496,001,보육실습,3.00,4,"생과330[화5-6], 생과330[목2]",손은주
보육·가정상담학과,전공선택,510237,002,영유아보육프로그램개발과평가,3.00,4,"생과328[화7], 생과328[목5-6]",홍성희
보육·가정상담학과,전공선택,510652,001,아동안전관리(캡스톤디자인),3.00,4,"생과330[월7], 생과330[화2-3]",홍성희
아동학과,공통교양,100030,013,영어회화,2.00,1,생과505[월1-2],케이티
아동학과,공통교양,100138,007,디지털시대와인문학,2.00,1,1인415[수5-6],김명우
아동학과,공통교양,100141,007,프로젝트길잡이Ⅰ,1.00,1,1인415[목4],김명우
아동학과,공통교양,100143,031,지도교수멘토링Ⅰ,0.25,1,생과610[화8],윤경자
아동학과,공통교양,100143,032,지도교수멘토링Ⅰ,0.25,1,생과328-1[화8],강혜경
아동학과,공통교양,100143,033,지도교수멘토링Ⅰ,0.25,1,생과505[화8],손은주
아동학과,공통교양,100143,034,지도교수멘토링Ⅰ,0.25,1,생과330[화8],홍성희
아동학과,전공필수,300153,001,보육학개론,3.00,1,"생과505[월3], 생과505[화2-3]",손은주
아동학과,전공필수,400451,001,정신건강,3.00,1,"생과328[월5-6], 생과328[목3]",홍성희
유아교육과,공통교양,100030,014,영어회화,2.00,1,2인511-1[월1-2],다니엘쉐리든
유아교육과,공통교양,100143,035,지도교수멘토링Ⅰ,0.25,1,2인514[화8],이경민
유아교육과,공통교양,100143,036,지도교수멘토링Ⅰ,0.25,1,2인501[화8],전윤숙
유아교육과,공통교양,100143,037,지도교수멘토링Ⅰ,0.25,1,2인503[화8],손유진
유아교육과,공통교양,100143,038,지도교수멘토링Ⅰ,0.25,1,2인513[화8],서보순
유아교육과,공통교양,100143,039,지도교수멘토링Ⅰ,0.25,1,2인515[화8],한산섬
유아교육과,공통교양,100145,030,지도교수멘토링Ⅲ,0.25,2,2인514[화8],이경민
유아교육과,공통교양,100145,031,지도교수멘토링Ⅲ,0.25,2,2인501[화8],전윤숙
유아교육과,공통교양,100145,032,지도교수멘토링Ⅲ,0.25,2,2인503[화8],손유진
유아교육과,공통교양,100145,033,지도교수멘토링Ⅲ,0.25,2,2인513[화8],서보순
유아교육과,공통교양,100145,034,지도교수멘토링Ⅲ,0.25,2,2인515[화8],한산섬
유아교육과,공통교양,100147,030,지도교수멘토링Ⅴ,0.25,3,2인514[화8],이경민
유아교육과,공통교양,100147,031,지도교수멘토링Ⅴ,0.25,3,2인501[화8],전윤숙
유아교육과,공통교양,100147,032,지도교수멘토링Ⅴ,0.25,3,2인503[화8],손유진
유아교육과,공통교양,100147,033,지도교수멘토링Ⅴ,0.25,3,2인513[화8],서보순
유아교육과,공통교양,100147,034,지도교수멘토링Ⅴ,0.25,3,2인515[화8],한산섬
유아교육과,공통교양,100149,030,지도교수멘토링Ⅶ,0.25,4,2인514[화8],이경민
유아교육과,공통교양,100149,031,지도교수멘토링Ⅶ,0.25,4,2인501[화8],전윤숙
유아교육과,공통교양,100149,032,지도교수멘토링Ⅶ,0.25,4,2인503[화8],손유진
유아교육과,공통교양,100149,033,지도교수멘토링Ⅶ,0.25,4,2인513[화8],서보순
유아교육과,공통교양,100149,034,지도교수멘토링Ⅶ,0.25,4,2인515[화8],한산섬
유아교육과,전공필수,300176,001,유아교육개론,3.00,1,"2인512[월5-6], 2인512[수3]",전윤숙
유아교육과,전공필수,401928,001,미래사회와유아교육,3.00,1,사이버강좌,서보순
유아교육과,전공필수,507799,001,아동관찰및행동연구,3.00,2,"2인512[월3-4], 2인512[목4]",손유진
유아교육과,전공교직,700124,001,교과교육론(유아),3.00,3,"2인506[화3], 2인506[수3-4]",손유진
유아교육과,전공교직,507883,001,논리및논술(유아),2.00,4,2인506[목5-6],이경민
유아교육과,전공선택,507109,001,아동안전관리,3.00,2,"2인512[수4], 2인512[목5-6]",한산섬
유아교육과,전공선택,507109,002,아동안전관리,3.00,2,2인511-1[금5-7],한산섬
유아교육과,전공선택,509850,001,아동문학교육,3.00,2,"2인511-1[월5-6], 2인511-1[수3]",한산섬
유아교육과,전공선택,510700,001,유아행복교육-정신건강,3.00,2,"2인512[화3-4], 2인506[수5]",이경민
유아교육과,전공선택,508253,001,아동수학지도,3.00,3,"2인511-1[화4-5], 2인511-1[목5]",손유진
유아교육과,전공선택,510237,001,영유아보육프로그램개발과평가,3.00,3,"2인511-1[월3-4], 2인511-1[수5]",전윤숙
유아교육과,전공선택,511047,001,유아동작교육(키스톤디자인),3.00,3,"2인511-1[수6], 2인511-1[목3-4]",이경민
유아교육과,전공선택,508250,001,보육교사론,3.00,4,2인506[금6-8],전윤숙
유아교육과,전공선택,511049,001,캡스톤디자인(아동권리와복지),3.00,4,2인506[금2-4],서보순
유아교육과,전공선택,511050,001,캡스톤디자인(부모교육론),3.00,4,"2인506[월3-4], 2인506[화5]",이경민
광고홍보학과,공통교양,100030,015,영어회화,2.00,1,1인610[월1-2],찰스
광고홍보학과,공통교양,100030,016,영어회화,2.00,1,2인507[월1-2],얀커트
광고홍보학과,공통교양,100136,003,소프트웨어(이해),1.00,1,사이버강좌,이종화
광고홍보학과,공통교양,100138,008,디지털시대와인문학,2.00,1,1인611[목2-3],구자상
광고홍보학과,공통교양,100141,008,프로젝트길잡이Ⅰ,1.00,1,1인611[월3],구자상
광고홍보학과,공통교양,100143,040,지도교수멘토링Ⅰ,0.25,1,1인611[화8],조경섭
광고홍보학과,공통교양,100143,041,지도교수멘토링Ⅰ,0.25,1,1인611[화8],강태중
광고홍보학과,공통교양,100143,042,지도교수멘토링Ⅰ,0.25,1,1인611[화8],김민정
광고홍보학과,공통교양,100143,043,지도교수멘토링Ⅰ,0.25,1,1인611[화8],황상현
광고홍보학과,공통교양,100143,044,지도교수멘토링Ⅰ,0.25,1,1인611[화8],박은주
광고홍보학과,공통교양,100143,045,지도교수멘토링Ⅰ,0.25,1,1인611[화8],박장원
광고홍보학과,공통교양,100145,035,지도교수멘토링Ⅲ,0.25,2,1인611[화8],조경섭
광고홍보학과,공통교양,100145,036,지도교수멘토링Ⅲ,0.25,2,1인611[화8],강태중
광고홍보학과,공통교양,100145,037,지도교수멘토링Ⅲ,0.25,2,1인611[화8],김민정
광고홍보학과,공통교양,100145,038,지도교수멘토링Ⅲ,0.25,2,1인611[화8],황상현
광고홍보학과,공통교양,100145,039,지도교수멘토링Ⅲ,0.25,2,1인611[화8],박은주
광고홍보학과,공통교양,100145,040,지도교수멘토링Ⅲ,0.25,2,1인611[화8],박장원
광고홍보학과,공통교양,100147,035,지도교수멘토링Ⅴ,0.25,3,1인611[화8],조경섭
광고홍보학과,공통교양,100147,036,지도교수멘토링Ⅴ,0.25,3,1인611[화8],강태중
광고홍보학과,공통교양,100147,037,지도교수멘토링Ⅴ,0.25,3,1인611[화8],김민정
광고홍보학과,공통교양,100147,038,지도교수멘토링Ⅴ,0.25,3,1인611[화8],황상현
광고홍보학과,공통교양,100147,039,지도교수멘토링Ⅴ,0.25,3,1인611[화8],박은주
광고홍보학과,공통교양,100147,040,지도교수멘토링Ⅴ,0.25,3,1인611[화8],박장원
광고홍보학과,공통교양,100149,035,지도교수멘토링Ⅶ,0.25,4,1인611[화8],조경섭
광고홍보학과,공통교양,100149,036,지도교수멘토링Ⅶ,0.25,4,1인611[화8],강태중
광고홍보학과,공통교양,100149,037,지도교수멘토링Ⅶ,0.25,4,1인611[화8],김민정
광고홍보학과,공통교양,100149,038,지도교수멘토링Ⅶ,0.25,4,1인611[화8],황상현
광고홍보학과,공통교양,100149,039,지도교수멘토링Ⅶ,0.25,4,1인611[화8],박은주
광고홍보학과,공통교양,100149,040,지도교수멘토링Ⅶ,0.25,4,1인611[화8],박장원
광고홍보학과,전공필수,401024,001,스피치PT및실습,3.00,1,"1인611[월5], 1인611[화2-3]",김민정
광고홍보학과,전공필수,401024,002,스피치PT및실습,3.00,1,"1인611[월5], 1인611[수5-6]",김민정
광고홍보학과,전공필수,402010,001,홍보학기초,3.00,1,"1인611[월6], 1인611[화4-5]",강태중
광고홍보학과,전공필수,402010,002,홍보학기초,3.00,1,"1인611[수3-4], 1인611[목4]",강태중
광고홍보학과,전공필수,401020,001,광고기획및실습,3.00,2,"1인401[월5-6], 1인603[화5]",조경섭
광고홍보학과,전공필수,401020,002,광고기획및실습,3.00,2,"1인603[화5], 1인401[수5-6]",조경섭
광고홍보학과,전공선택,504963,001,광고크리에이티브,3.00,2,"1인611[화1], 1인611[수1-2]",박장원
광고홍보학과,전공선택,510695,001,비주얼커뮤니케이션실습,3.00,2,"1인203[화3-4], 1인203[화7]",황상현
광고홍보학과,전공선택,510695,002,비주얼커뮤니케이션실습,3.00,2,1인203[목6-8],황상현
광고홍보학과,전공선택,510696,001,설득커뮤니케이션과광고,3.00,2,"1인611[월7-8], 1인611[화6]",김민정
광고홍보학과,전공선택,511066,001,소비자조사기획및실습,3.00,2,1인401[월1-3],박은주
광고홍보학과,전공선택,511066,002,소비자조사기획및실습,3.00,2,1인401[목1-3],박은주
광고홍보학과,전공선택,507860,001,마케팅론,3.00,3,"1인603[월5-6], 1인603[목5]",박은주
광고홍보학과,전공선택,510347,001,OOH광고플래닝,3.00,3,"1인610[화4], 1인610[목3-4]",김민정
광고홍보학과,전공선택,510349,001,광고와소비자심리,3.00,3,"1인603[월7], 1인603[수6-7]",강태중
광고홍보학과,전공선택,511062,001,광고표현과스토리(키스톤디자인),3.00,3,1인611[금6-8],박장원
광고홍보학과,전공선택,511063,001,영상콘텐츠제작및실습Ⅱ(키스톤디자인),3.00,3,1인203[월1-3],박장원
광고홍보학과,전공선택,511064,001,온라인마케팅기획및실습,3.00,3,1인603[수3-5],박은주
광고홍보학과,전공선택,508272,001,소셜미디어론,3.00,4,1인611[금3-5],선정훈
광고홍보학과,전공선택,508598,001,브랜드관리론(산학연계학),3.00,4,"1인603[월8], 1인603[목6-7]",박은주
광고홍보학과,전공선택,509128,001,광고캠페인세미나,3.00,4,1인603[금6-8],문영화
광고홍보학과,전공선택,511059,001,캡스톤디자인(광고콘텐츠포트폴리오),3.00,4,1인610[월4-6],황상현
미디어커뮤니케이션학과,공통교양,100030,017,영어회화,2.00,1,1인314[목2-3],다니엘쉐리든
미디어커뮤니케이션학과,공통교양,100030,018,영어회화,2.00,1,2인508[목2-3],찰스
미디어커뮤니케이션학과,공통교양,100138,009,디지털시대와인문학,2.00,1,2인210[수2-3],김명우
미디어커뮤니케이션학과,공통교양,100141,009,프로젝트길잡이Ⅰ,1.00,1,2인210[화3],김명우
미디어커뮤니케이션학과,공통교양,100143,046,지도교수멘토링Ⅰ,0.25,1,1인302[화8],문종대
미디어커뮤니케이션학과,공통교양,100143,047,지도교수멘토링Ⅰ,0.25,1,1인302[화8],양민수
미디어커뮤니케이션학과,공통교양,100143,048,지도교수멘토링Ⅰ,0.25,1,1인302[화8],이상욱
미디어커뮤니케이션학과,공통교양,100143,049,지도교수멘토링Ⅰ,0.25,1,1인302[화8],안지수
미디어커뮤니케이션학과,공통교양,100143,050,지도교수멘토링Ⅰ,0.25,1,1인302[화8],이하나
미디어커뮤니케이션학과,공통교양,100145,041,지도교수멘토링Ⅲ,0.25,2,1인302[화8],문종대
미디어커뮤니케이션학과,공통교양,100145,042,지도교수멘토링Ⅲ,0.25,2,1인302[화8],양민수
미디어커뮤니케이션학과,공통교양,100145,043,지도교수멘토링Ⅲ,0.25,2,1인302[화8],이상욱
미디어커뮤니케이션학과,공통교양,100145,044,지도교수멘토링Ⅲ,0.25,2,1인302[화8],안지수
미디어커뮤니케이션학과,공통교양,100145,045,지도교수멘토링Ⅲ,0.25,2,1인302[화8],이하나
미디어커뮤니케이션학과,공통교양,100147,041,지도교수멘토링Ⅴ,0.25,3,1인302[화8],문종대
미디어커뮤니케이션학과,공통교양,100147,042,지도교수멘토링Ⅴ,0.25,3,1인302[화8],양민수
미디어커뮤니케이션학과,공통교양,100147,043,지도교수멘토링Ⅴ,0.25,3,1인302[화8],이상욱
미디어커뮤니케이션학과,공통교양,100147,044,지도교수멘토링Ⅴ,0.25,3,1인302[화8],안지수
